"","BIC","MAP","SPBIC"
"iso_combo3_267",-1343.17125875394,-232.840379225777,-1336.94472208465
"iso_combo3_268",-1338.79222269563,-228.461343167464,-1332.56568602634
"iso_combo3_269",-1215.73118488439,-105.400305356228,-1209.5046482151
"iso_combo3_270",-1413.89979680692,-303.568917278755,-1407.67326013763
"iso_combo3_271",-1416.92137874068,-306.590499212512,-1410.69484207139
"iso_combo3_272",-1419.25115079392,-308.92027126576,-1413.02461412464
"iso_combo3_273",-1408.3717571625,-298.040877634332,-1402.14522049321
"iso_combo3_274",-1422.4668321049,-312.135952576734,-1416.24029543561
"iso_combo3_275",-1235.86672772279,-125.535848194629,-1229.64019105351
"iso_combo3_276",-1370.51213809303,-260.181258564863,-1364.28560142374
"iso_combo3_277",-1373.26596948156,-262.935089953392,-1367.03943281227
"iso_combo3_278",-1356.55501737892,-246.224137850755,-1350.32848070963
"iso_combo3_279",-1348.06053106539,-237.72965153723,-1341.83399439611
"iso_combo3_280",-1188.86524847178,-78.5343689436132,-1182.63871180249
"iso_combo3_281",-1436.23198121415,-325.901101685982,-1430.00544454486
"iso_combo3_282",-1440.11187498945,-329.780995461288,-1433.88533832016
"iso_combo3_283",-1403.65604150951,-293.325161981343,-1397.42950484022
"iso_combo3_284",-1209.26444713285,-98.9335676046834,-1203.03791046356
"iso_combo3_285",-1428.06138322387,-317.730503695709,-1421.83484655459
"iso_combo3_286",-1405.10689616116,-294.776016632997,-1398.88035949187
"iso_combo3_287",-1198.80666064743,-88.4757811192676,-1192.58012397814
"iso_combo3_288",-1386.38421522552,-276.053335697358,-1380.15767855623
"iso_combo3_289",-1184.35885412516,-74.0279745969991,-1178.13231745588
"iso_combo3_290",-1220.4060914255,-110.07521189734,-1214.17955475622
"iso_combo3_291",-1313.10768087005,-202.776801341883,-1306.88114420076
"iso_combo3_292",-1322.22892586244,-211.898046334274,-1316.00238919315
"iso_combo3_293",-1404.52474085376,-294.193861325596,-1398.29820418447
"iso_combo3_294",-1354.01134209259,-243.680462564424,-1347.7848054233
"iso_combo3_295",-1425.52331434994,-315.19243482178,-1419.29677768066
"iso_combo3_296",-1427.20399930388,-316.873119775713,-1420.97746263459
"iso_combo3_297",-1414.86286354838,-304.531984020212,-1408.63632687909
"iso_combo3_298",-1384.96283534341,-274.631955815242,-1378.73629867412
"iso_combo3_299",-1223.46392494902,-113.133045420855,-1217.23738827973
"iso_combo3_300",-1267.86738401954,-157.536504491377,-1261.64084735025
"iso_combo3_301",-1394.46005511766,-284.129175589493,-1388.23351844837
"iso_combo3_302",-1331.57036774783,-221.239488219666,-1325.34383107854
"iso_combo3_303",-1373.27108545013,-262.940205921963,-1367.04454878084
"iso_combo3_304",-1371.65199916423,-261.321119636065,-1365.42546249494
"iso_combo3_305",-1369.15351554075,-258.82263601259,-1362.92697887147
"iso_combo3_306",-1318.1401383239,-207.809258795733,-1311.91360165461
"iso_combo3_307",-1156.43507501566,-46.104195487496,-1150.20853834637
"iso_combo3_308",-1323.15875710397,-212.827877575805,-1316.93222043468
"iso_combo3_309",-1287.31291661044,-176.982037082277,-1281.08637994115
"iso_combo3_310",-1325.91407705564,-215.583197527473,-1319.68754038635
"iso_combo3_311",-1324.634413167,-214.303533638839,-1318.40787649772
"iso_combo3_312",-1327.80090077437,-217.470021246203,-1321.57436410508
"iso_combo3_313",-1282.0491394206,-171.718259892436,-1275.82260275131
"iso_combo3_314",-1167.34083664986,-57.0099571217006,-1161.11429998058
"iso_combo3_315",-1384.93156009453,-274.600680566367,-1378.70502342524
"iso_combo3_316",-1425.65586766434,-315.32498813618,-1419.42933099506
"iso_combo3_317",-1426.7910577012,-316.460178173031,-1420.56452103191
"iso_combo3_318",-1414.03770848314,-303.706828954979,-1407.81117181386
"iso_combo3_319",-1400.1055061406,-289.774626612431,-1393.87896947131
"iso_combo3_320",-1197.05551186237,-86.72463233421,-1190.82897519309
"iso_combo3_321",-1365.57165086008,-255.240771331912,-1359.34511419079
"iso_combo3_322",-1365.13880781141,-254.807928283249,-1358.91227114213
"iso_combo3_323",-1355.90276373933,-245.571884211166,-1349.67622707004
"iso_combo3_324",-1352.62690447045,-242.29602494229,-1346.40036780117
"iso_combo3_325",-1162.47581024813,-52.1449307199671,-1156.24927357884
"iso_combo3_326",-1436.01169740557,-325.68081787741,-1429.78516073629
"iso_combo3_327",-1431.45991322259,-321.12903369443,-1425.23337655331
"iso_combo3_328",-1393.67469114795,-283.343811619788,-1387.44815447867
"iso_combo3_329",-1198.40520684917,-88.0743273210055,-1192.17867017988
"iso_combo3_330",-1429.29668318291,-318.965803654747,-1423.07014651362
"iso_combo3_331",-1392.78031934465,-282.449439816483,-1386.55378267536
"iso_combo3_332",-1196.24464709873,-85.9137675705624,-1190.01811042944
"iso_combo3_333",-1385.81475971823,-275.483880190067,-1379.58822304894
"iso_combo3_334",-1183.95314999881,-73.6222704706502,-1177.72661332953
"iso_combo3_335",-1193.67305881402,-83.3421792858545,-1187.44652214473
"iso_combo3_336",-1236.31045600735,-125.979576479183,-1230.08391933806
"iso_combo3_337",-1387.67437993402,-277.343500405859,-1381.44784326474
"iso_combo3_338",-1369.27751501027,-258.946635482107,-1363.05097834098
"iso_combo3_339",-1366.78860902168,-256.457729493513,-1360.56207235239
"iso_combo3_340",-1348.80311350583,-238.472233977663,-1342.57657683654
"iso_combo3_341",-1337.9493850932,-227.618505565032,-1331.72284842391
"iso_combo3_342",-1321.73709481421,-211.406215286048,-1315.51055814492
"iso_combo3_343",-1176.26424494007,-65.9333654119014,-1170.03770827078
"iso_combo3_344",-1347.04519174203,-236.714312213864,-1340.81865507274
"iso_combo3_345",-1297.3833068727,-187.052427344539,-1291.15677020342
"iso_combo3_346",-1309.87222209445,-199.541342566281,-1303.64568542516
"iso_combo3_347",-1293.95465304695,-183.623773518783,-1287.72811637766
"iso_combo3_348",-1320.35236676662,-210.02148723846,-1314.12583009734
"iso_combo3_349",-1327.87041249747,-217.539532969304,-1321.64387582818
"iso_combo3_350",-1205.62477169541,-95.2938921672448,-1199.39823502612
"iso_combo3_351",-1440.42232589593,-330.091446367761,-1434.19578922664
"iso_combo3_352",-1435.81102792267,-325.480148394505,-1429.58449125338
"iso_combo3_353",-1437.01022809589,-326.679348567728,-1430.7836914266
"iso_combo3_354",-1391.85864662578,-281.527767097619,-1385.6321099565
"iso_combo3_355",-1426.42007694598,-316.089197417811,-1420.19354027669
"iso_combo3_356",-1244.53905344455,-134.208173916385,-1238.31251677526
"iso_combo3_357",-1371.12810814764,-260.797228619475,-1364.90157147835
"iso_combo3_358",-1380.10653282056,-269.775653292395,-1373.87999615127
"iso_combo3_359",-1339.40219961897,-229.071320090802,-1333.17566294968
"iso_combo3_360",-1393.07520780604,-282.744328277877,-1386.84867113675
"iso_combo3_361",-1222.41515299926,-112.084273471099,-1216.18861632998
"iso_combo3_362",-1438.9130391064,-328.582159578234,-1432.68650243711
"iso_combo3_363",-1436.6508704417,-326.319990913535,-1430.42433377241
"iso_combo3_364",-1417.89236616127,-307.561486633106,-1411.66582949198
"iso_combo3_365",-1231.92354965784,-121.592670129672,-1225.69701298855
"iso_combo3_366",-1422.99299112072,-312.662111592551,-1416.76645445143
"iso_combo3_367",-1408.57311275566,-298.242233227494,-1402.34657608637
"iso_combo3_368",-1219.76885042496,-109.437970896799,-1213.54231375568
"iso_combo3_369",-1401.15130953665,-290.820430008482,-1394.92477286736
"iso_combo3_370",-1185.53282572874,-75.2019462005743,-1179.30628905945
"iso_combo3_371",-1222.11464228874,-111.783762760574,-1215.88810561945
"iso_combo3_372",-1270.06502504328,-159.734145515116,-1263.83848837399
"iso_combo3_373",-1219.95587231229,-109.624992784123,-1213.729335643
"iso_combo3_374",-1259.22208773403,-148.891208205863,-1252.99555106474
"iso_combo3_375",-1276.39123055745,-166.06035102929,-1270.16469388817
"iso_combo3_376",-1269.98708553795,-159.656206009789,-1263.76054886867
"iso_combo3_377",-1215.80165076369,-105.470771235529,-1209.57511409441
"iso_combo3_378",-1110.78909293116,-0.4582134030004,-1104.56255626188
"iso_combo3_379",-1389.80309061616,-279.472211087994,-1383.57655394687
"iso_combo3_380",-1410.10368172925,-299.772802201088,-1403.87714505997
"iso_combo3_381",-1397.9875693634,-287.656689835236,-1391.76103269411
"iso_combo3_382",-1372.57379362672,-262.242914098556,-1366.34725695743
"iso_combo3_383",-1394.57446504336,-284.243585515193,-1388.34792837407
"iso_combo3_384",-1172.49633284138,-62.1654533132138,-1166.26979617209
"iso_combo3_385",-1351.27483516054,-240.943955632377,-1345.04829849125
"iso_combo3_386",-1353.69774174503,-243.366862216864,-1347.47120507574
"iso_combo3_387",-1290.48603057387,-180.155151045707,-1284.25949390458
"iso_combo3_388",-1342.71996141596,-232.389081887792,-1336.49342474667
"iso_combo3_389",-1146.55092431923,-36.2200447910659,-1140.32438764994
"iso_combo3_390",-1374.98297188201,-264.65209235385,-1368.75643521273
"iso_combo3_391",-1371.88967483829,-261.558795310125,-1365.663138169
"iso_combo3_392",-1305.97578960234,-195.644910074173,-1299.74925293305
"iso_combo3_393",-1146.4212447284,-36.0903652002369,-1140.19470805911
"iso_combo3_394",-1349.82013887445,-239.489259346284,-1343.59360220516
"iso_combo3_395",-1341.25612458067,-230.92524505251,-1335.02958791139
"iso_combo3_396",-1170.05878135171,-59.7279018235479,-1163.83224468242
"iso_combo3_397",-1329.8376898054,-219.506810277234,-1323.61115313611
"iso_combo3_398",-1150.75071459741,-40.4198350692421,-1144.52417792812
"iso_combo3_399",-1122.00766673374,-11.6767872055799,-1115.78113006446
"iso_combo3_400",-1309.45426251685,-199.12338298869,-1303.22772584757
"iso_combo3_401",-1312.64064753013,-202.309768001965,-1306.41411086084
"iso_combo3_402",-1309.6383566192,-199.307477091036,-1303.41181994991
"iso_combo3_403",-1308.56823446228,-198.237354934113,-1302.34169779299
"iso_combo3_404",-1301.49272035662,-191.161840828459,-1295.26618368734
"iso_combo3_405",-1208.65220458681,-98.3213250586447,-1202.42566791752
"iso_combo3_406",-1266.72218201152,-156.391302483353,-1260.49564534223
"iso_combo3_407",-1238.14242202956,-127.811542501398,-1231.91588536028
"iso_combo3_408",-1265.85249963043,-155.521620102269,-1259.62596296115
"iso_combo3_409",-1249.89532359231,-139.564444064147,-1243.66878692302
"iso_combo3_410",-1161.23307160611,-50.9021920779493,-1155.00653493683
"iso_combo3_411",-1327.62953854178,-217.298659013616,-1321.40300187249
"iso_combo3_412",-1327.53847217456,-217.207592646392,-1321.31193550527
"iso_combo3_413",-1283.47698723746,-173.1461077093,-1277.25045056818
"iso_combo3_414",-1153.14714797402,-42.8162684458537,-1146.92061130473
"iso_combo3_415",-1322.588758684,-212.257879155835,-1316.36222201471
"iso_combo3_416",-1280.32288959697,-169.992010068806,-1274.09635292768
"iso_combo3_417",-1140.59053944609,-30.2596599179293,-1134.36400277681
"iso_combo3_418",-1294.12253133362,-183.791651805453,-1287.89599466433
"iso_combo3_419",-1155.33519165593,-45.0043121277668,-1149.10865498664
"iso_combo3_420",-1173.10406647745,-62.7731869492856,-1166.87752980816
"iso_combo3_421",-1410.87792091831,-300.547041390151,-1404.65138424903
"iso_combo3_422",-1401.15341110594,-290.822531577774,-1394.92687443665
"iso_combo3_423",-1356.67830124794,-246.347421719773,-1350.45176457865
"iso_combo3_424",-1409.25904238041,-298.928162852249,-1403.03250571113
"iso_combo3_425",-1216.77810525099,-106.447225722831,-1210.55156858171
"iso_combo3_426",-1433.39740719531,-323.066527667149,-1427.17087052603
"iso_combo3_427",-1417.61250360486,-307.2816240767,-1411.38596693558
"iso_combo3_428",-1401.29725529312,-290.966375764956,-1395.07071862383
"iso_combo3_429",-1208.58688080132,-98.2560012731591,-1202.36034413204
"iso_combo3_430",-1408.93455620138,-298.603676673216,-1402.70801953209
"iso_combo3_431",-1387.04948316051,-276.718603632349,-1380.82294649123
"iso_combo3_432",-1208.08235865741,-97.7514791292448,-1201.85582198812
"iso_combo3_433",-1384.04738332511,-273.716503796945,-1377.82084665582
"iso_combo3_434",-1183.57070296528,-73.239823437112,-1177.34416629599
"iso_combo3_435",-1219.10466396077,-108.773784432603,-1212.87812729148
"iso_combo3_436",-1374.54876477774,-264.217885249579,-1368.32222810846
"iso_combo3_437",-1362.77376685348,-252.442887325311,-1356.54723018419
"iso_combo3_438",-1375.37631812336,-265.045438595192,-1369.14978145407
"iso_combo3_439",-1180.02689107173,-69.6960115435626,-1173.80035440244
"iso_combo3_440",-1367.20440137903,-256.87352185087,-1360.97786470975
"iso_combo3_441",-1367.50078422536,-257.169904697197,-1361.27424755607
"iso_combo3_442",-1176.86271093921,-66.5318314110465,-1170.63617426992
"iso_combo3_443",-1320.49500642778,-210.164126899616,-1314.26846975849
"iso_combo3_444",-1155.66125939729,-45.3303798691301,-1149.43472272801
"iso_combo3_445",-1175.35388168206,-65.0230021538989,-1169.12734501278
"iso_combo3_446",-1433.8939980014,-323.563118473235,-1427.66746133211
"iso_combo3_447",-1393.00862346369,-282.677743935529,-1386.78208679441
"iso_combo3_448",-1215.45834230563,-105.127462777461,-1209.23180563634
"iso_combo3_449",-1394.29828460321,-283.967405075041,-1388.07174793392
"iso_combo3_450",-1183.82843861671,-73.4975590885442,-1177.60190194742
"iso_combo3_451",-1202.47879335911,-92.1479138309438,-1196.25225668982
"iso_combo3_452",-1385.99910562686,-275.668226098698,-1379.77256895757
"iso_combo3_453",-1162.98860023288,-52.6577207047147,-1156.76206356359
"iso_combo3_454",-1174.43835622204,-64.1074766938723,-1168.21181955275
"iso_combo3_455",-1155.98289851835,-45.6520189901862,-1149.75636184906
"iso_combo4_1",-1327.05691714838,-216.726037620212,-1320.83038047909
"iso_combo4_2",-1325.94568532299,-215.614805794831,-1319.71914865371
"iso_combo4_3",-1342.6409352823,-232.310055754137,-1336.41439861301
"iso_combo4_4",-1324.75773324953,-214.426853721368,-1318.53119658025
"iso_combo4_5",-1233.30162088613,-122.970741357962,-1227.07508421684
"iso_combo4_6",-1332.88454132697,-222.553661798805,-1326.65800465768
"iso_combo4_7",-1310.52221648109,-200.191336952922,-1304.2956798118
"iso_combo4_8",-1338.77576140901,-228.444881880847,-1332.54922473972
"iso_combo4_9",-1353.72627666555,-243.395397137388,-1347.49973999626
"iso_combo4_10",-1339.70699948366,-229.376119955499,-1333.48046281438
"iso_combo4_11",-1349.94960379497,-239.618724266802,-1343.72306712568
"iso_combo4_12",-1143.58909835318,-33.2582188250154,-1137.36256168389
"iso_combo4_13",-1298.15724270999,-187.826363181823,-1291.9307060407
"iso_combo4_14",-1323.8951400805,-213.56426055234,-1317.66860341122
"iso_combo4_15",-1351.53913317094,-241.208253642772,-1345.31259650165
"iso_combo4_16",-1281.32467320451,-170.993793676346,-1275.09813653522
"iso_combo4_17",-1339.20906961968,-228.87819009152,-1332.9825329504
"iso_combo4_18",-1336.45633471279,-226.12545518463,-1330.22979804351
"iso_combo4_19",-1333.07356302398,-222.742683495811,-1326.84702635469
"iso_combo4_20",-1356.83036828964,-246.49948876148,-1350.60383162036
"iso_combo4_21",-1367.4907128069,-257.159833278731,-1361.26417613761
"iso_combo4_22",-1341.75801879397,-231.427139265801,-1335.53148212468
"iso_combo4_23",-1128.49544078504,-18.164561256878,-1122.26890411575
"iso_combo4_24",-1319.88766346569,-209.556783937527,-1313.6611267964
"iso_combo4_25",-1341.72630627649,-231.395426748329,-1335.49976960721
"iso_combo4_26",-1287.60405020282,-177.273170674656,-1281.37751353353
"iso_combo4_27",-1362.53175294352,-252.200873415354,-1356.30521627423
"iso_combo4_28",-1314.40970394354,-204.07882441538,-1308.18316727426
"iso_combo4_29",-1355.93016347577,-245.599283947602,-1349.70362680648
"iso_combo4_30",-1353.7369683673,-243.406088839135,-1347.51043169801
"iso_combo4_31",-1366.05771813261,-255.726838604443,-1359.83118146332
"iso_combo4_32",-1341.62880892178,-231.297929393612,-1335.40227225249
"iso_combo4_33",-1155.40231837838,-45.0714388502143,-1149.17578170909
"iso_combo4_34",-1342.31312606748,-231.982246539318,-1336.08658939819
"iso_combo4_35",-1281.1506013156,-170.819721787439,-1274.92406464632
"iso_combo4_36",-1352.04334401602,-241.712464487852,-1345.81680734673
"iso_combo4_37",-1305.23903680774,-194.908157279575,-1299.01250013845
"iso_combo4_38",-1315.53046524645,-205.19958571829,-1309.30392857717
"iso_combo4_39",-1318.10443441045,-207.773554882281,-1311.87789774116
"iso_combo4_40",-1329.2212639806,-218.890384452432,-1322.99472731131
"iso_combo4_41",-1334.94079613651,-224.609916608341,-1328.71425946722
"iso_combo4_42",-1148.24119091274,-37.9103113845807,-1142.01465424346
"iso_combo4_43",-1276.83869914463,-166.507819616466,-1270.61216247534
"iso_combo4_44",-1385.16466108914,-274.833781560975,-1378.93812441985
"iso_combo4_45",-1329.50771635372,-219.176836825559,-1323.28117968444
"iso_combo4_46",-1379.44627189037,-269.11539236221,-1373.21973522109
"iso_combo4_47",-1364.54819606193,-254.217316533765,-1358.32165939264
"iso_combo4_48",-1347.77622120811,-237.445341679949,-1341.54968453883
"iso_combo4_49",-1355.13351965373,-244.802640125568,-1348.90698298444
"iso_combo4_50",-1138.20109709526,-27.8702175670954,-1131.97456042597
"iso_combo4_51",-1287.54120576215,-177.210326233986,-1281.31466909286
"iso_combo4_52",-1248.55867161848,-138.227792090321,-1242.3321349492
"iso_combo4_53",-1280.26654423213,-169.935664703965,-1274.04000756284
"iso_combo4_54",-1274.27490571649,-163.944026188325,-1268.0483690472
"iso_combo4_55",-1288.20415736494,-177.873277836774,-1281.97762069565
"iso_combo4_56",-1269.24260888604,-158.911729357878,-1263.01607221675
"iso_combo4_57",-1132.16434735389,-21.8334678257227,-1125.9378106846
